Esperanto,Japanese_Trans,Chinese_Trans,Korean_Trans,Level_JP,Level_CN,Level_JP_Num,Level_JP_Scaled,Unified_Level
veturi,"{Ｂ}［自］（乗り物で）行く; （乗り物が）行く, 運行する",乘，搭乘；行驶,"[자] ①(사람이)(자동차・기차・비행기・배 따위를)타고 가다, 여행하다. ～i per kalesxo, vagonaro, sxipo, aviadilo 마차를, 열차를, 배를, 비행기를 타고 가다(여행하다). ②(자동차・기차・비행기・배 따위가)가다, 주행하다, 항해하다, 운행하다. sxipo ～as 배가 항해한다; ～as biciklo, fiakro 자전거가, 승합 마차가 간다. ～bileto 차표, 배표, 비행기표. ～ebla 통행할 수 있는. ～foto (영화의)이동촬영. ～igi ①수송하다, 운반하다, (사람을)태워주다. ～igi grenon al la bazaro 곡식을 시장(市場)으로 운반하다. ②(차・마차 따위를)운전하다, 몰다. ～igisto 운전사, 마부(馬夫). ～ilo 교통수단, 탈 것(마차, 자동차, 배, 비행기 따위). ☞ auxto, cxaro, kariolo, tramo, aviadilo. ～karto 무료승차권. ～o, ～ado 타고 가기, 여행, (차・기차・비행기 따위의)운행(運行). ～pago ～prezo. ～prezo (차・비행기・배의)요금, 삯. ～promenado 드라이브하기, 말 타고 산책하기. aer ～ado 비행기 여행. akvo～e 배를 타고, 수상(水上)교통수단을 이용하여. ☞ fervoje. akvuma～ilo 살수차(撒水車). al～i [타] …로 가다, 여행하다. al～i kongreson 대회에 가다. cxel～ilo 죄수 호송차. cxerk～ilo 영구차. cxirkaux～i 여기저기 다니다, 유람하다. dom～ilo logx～ilo, ruldomo. ek ～i [자] 출발하다, 여행을 시작하다. el～i [자] …에서(여행을 위해) 나가다, …에서 떠나가다. kiam vi el～os el Seulo? 당신은 언제 서울을 떠나시겠습니까?; el～ita vojo (…을 타고)많이 다닌 길. en～ejo 차가 들어가는 입구, 승차장. en～i [자] …로 (타고)들어가다. for～i [자] (…을 타고)멀리 떠나가다. glit～iloz sledo. kun～i [자] 함께 타고 가다(여행하다). kurier～ilo 우편 배달차. logx～ilo (견인차로)끌고 다니며 숙식을 하는 바퀴달린 작은 집. nagx～iloz boato. pet～i [자] 히치하이크하다, 남의 차에 편승하다. post～ilo remorko. posxt～ilo kurier～ilo. preter～i …을 지나가다, 스쳐가다, 추월하다. re～i [자] (…을 타고)돌아오다. sur～i [타] …을 차로 치다, 으스러뜨리다, 짓밟다. sur～i du kokojn (차가)닭 두 마리를 치다. trans～i 타고 건너가다. tra～i (…을 타고)통과하다, 건너다, 횡단하다, 차를 타고 주유(周遊)하다. tren～ilo remorko. vel～i [자] (배가)바람의 힘으로 가다, 돛달고 가다. sxargx～ilo 화물차, kamiono. sxip～i [자] 배・보트를 타고 가다.",A,2.0,1.0,2.54,2.27
veŝto,"{Ｂ}【服】ベスト, チョッキ",背心，坎肩,조끼. kontrauxpafa ～o 방탄조끼; trikota ～o 편물 조끼.,C,8.0,3.0,8.79,8.4
vi,"{Ｂ}［代］あなた, おまえ, 君; あなたがた, おまえたち, 君たち",您，你们,"<이인칭 대명사> 당신, 너, 그대, 자네, 여러분(단수・복수가 같음). ～a <이인칭 소유형용사> 당신 (것)의. ～a patro 당신의 아버지; ～a lando 당신의 나라. ～diri [자] (상대에게)존칭을 쓰다. ☞ cidiri. ～aflanke 당신으로서는, 당신 쪽에서는, 당신의 입장으로는.",A,1.0,1.0,2.54,1.77
viando,"{Ｂ}【料】肉, 食肉, >>karno",（食用的）肉，肉食,"①<요리> 식육(食肉), 식용 수육(獸肉), 고기. blanka ～o 송아지・토끼・ 닭고기; rugxa ～o 소・염소・양 고기; abstini ～on(religie) (종교적으로)고기를 금하다. ②(낡은 의미로)살, 살점. ～a ①육식(肉食)의. ～a dieto 육식의 다이어트. ☞ vegetara. ②고기가 많은. ～a kortobirdo 고기가 많은 가금(家禽). ～ejo 정육점. ～isto 푸주한, 정육점 주인, 백정. ～mangxa 육식하는. ～poto 냄비 솥. sen～a (음식에)고기가 없는(안 들어간). sen～a dieto, mangxo 고기가 안 들어간 다이어트, 식사. sovagx～o 야생 짐승의 고기.",B,6.0,2.0,5.67,5.83
vico,"{Ｂ}列, 行列, 並び; 番, 順番; 【数】数列",一列；队列,"①열(列), 줄. stari en ～o 줄지어 서다; marsxi po dek en ～o 한 줄에 열 사람씩 걸어가다. ☞ linio, kolumno, diagonalo, procesio, spaliro. ②(사건의)연속, 일련(一連). atingi la celon post longa ～o da batalado 일련의 투쟁을 겪은 뒤에 목표에 도달하다. ③차례, 순번, 순서. estas via ～o 당신의 차례입니다. ④<수학> 행렬(行列). ☞ serio, progresio, konvergxi, aritmetiko, geometrio, fini. ～a 순서의, 계속적인, 연속의, 뒤이어 일어나는(오는). ～e al, ～' al …대신, anstataux. ～e 차례로, 순서대로, 줄지어. ～e atendi la auxtobuson 줄지어 버스를 기다리다. ～igi 줄지어 정돈하다, 열을 맞추어 서게 하다. ～igxi 대열에 끼다, 줄 안으로 들어오다. ～ordo 서열(序列). al～igxi (일련의 일・사건에)추가되다. atend～o 기다리는 사람들의 줄. ☞ vicatendi. ekster ～e 열외(列外)에. stari ekster～e 열외에 서다. en～igxi ～igxi. ☞ alkalkuligxi. laux～e 줄을 서서, 차례대로. ☞ alterne. sia～e 자기 차례에, 제 차례가 되어. unua～e 첫째 줄에, 우선적으로. ☞ unuarange. unu～e 한 줄로, 일렬(一列)로. trapasi ponteton unu ～e 작은 다리를 한 줄로 통과하다.",B,6.0,2.0,5.67,5.83
vidi,"{Ｂ}［他］見る, 見える, 目にうつる; 会う, 面会する; 見て気づく, 認める, わかる; 目撃する",看见,"[타] ①보다, 목격하다, 통찰(洞察)하다, 알아채다, 깨닫다, 관찰하다. bone, malbone ～i 잘, 잘못 보다; ～i sin en spegulo 거울에서 자신을 보다. ②(누구를)만나다(renkonti), 방문하다(viziti), 영접하다(akcepti). ③누구를 보면서 알다, 무엇을 보면서 경험하다. vi neniam ～os la morton 당신은 결코 죽음을 맛보지 않을 것이다. ④깨닫다, 알다, 이해하다(kompreni), 확인하다(konsati), 두고 보다, (명령형으로)(～u) 이봐요, 이것 좀 보세요. (por atentigi) ～u, ankaux pri tio vi devas pensi (주의를 끌기 위해) 이봐요, 당신은 그 점에 대해서도 생각을 해야 합니다. ⑤어떤 방법으로 바라보다, 간주하다, (어떠하게)생각하다. li ～as la aferojn nigraj 그는 그 일들을 암담하게 바라본다. ～a 시각(視覺)의. ～a perturbo 시각의 병(病). ～ado ①시각(視覺), 시력(視力). perdi la ～adon 시력을 잃다. ②계속 바라봄. la ～ado estas senpaga 보는 것은 공짜다. ～al～e 서로 마주보고, 얼굴을 맞대고, 대면(對面)하여. ☞ fronte al, kontrauxrigarde al. ～ama ～ema. ～angulo 시각(視角). ～ajxo ①경치, 풍경. ②풍경화. ～ebla 볼 수 있는, 보이는, 현저한, 명백한, 뚜렷한. ～eble 분명히, 명백하게, 뚜렷하게. ～ebleco 시계(視界), 보이는 범위. ～ebligi 보이게 하다, (내)보이다. ～ejo 시점(視點). ～ema 보고 싶어 하는, 알고 싶어 하는, 호기심 많은. ☞ scivola. ～igi 보여주다, montri. ～inda 볼만한, 볼 가치가 있는. ☞ pitoreska. ～indajxo 볼만한 것(곳), 명물(名物), 명승지, 명소(名所). ～igxi 보이다, 나타나다(aperi). en infano ～igxas, kia homo farigxos 어린아이 시절에 (이미) 어떤 인간이 될 것인지가 보인다. ～kampo 시야(視野). ～kapablo 시력(視力). ～maniero 보는 방법, 관점, 견해. ～o ①봄, 바라봄, 시선(視線). unu ～o tauxgas pli, ol dek auxdoj 한 번 보는 것이 열 번 듣는 것보다 낫다(백문이 불여일견). ②(낡은 의미로)외관(外觀), 용모, aspekto. ～punkto 견지(見地). ～vergo 푯대, 표주(標柱). akre～a 시선이 예리한. antaux～ema 선경지명이 있는, 용의주도한. antaux～emo 예측하는 능력, 선경지명, 용의주도. antaux～i [타] 예견하다, 예상하다, 예기하다, 예측하다. bel～ejo 전망이 좋은 곳, 관망대. ek～i (안 보이던 것을 갑작스레)보다, 발견하다, 언뜻 보다, 얼핏 보다. el～igxi …속으로부터 나타나다, 내보이다. inter～igxi 서로 만나다, 상봉하다. ☞ rendevuo, intervjuo. inter～igxo 회견(會見), 상봉(相逢). klar～a 사물을 환히 꿰뚫어 보는, 안목이 있는. laux～e 봐서, 그냥 만나서, 다만 봄으로써, (겉)보기에(는). koni iun laux～e 누구를 다만 봐서 알다(소개를 받거나 친하게 아는 것이 아니라). neantaux～ebla 예상(예견・예기)할 수 없는. ne～ate 남이 보지 않게, 남의 눈에 안 띄게. nigra～ulo 염세주의자, pesimisto. preter～i [타] 지나쳐 보다, 간과(看過)하다. retro～igi 뒤에 있는 것을 보게하다, 돌아보게 하다, (비유)회상시키다. ☞ retrospektiva. retro～ilo 백미러, 후사경, retrospegulo. re～i 다시 만나다, 재회(再會)하다. gxis (la) re～o! 또 만납시다, 안녕히 가세요!. re～igi retro～i. sen～a (자기가 있는 곳에서)안 보이는. sen～a flugado de aviadilo (형체는 보이지는 않고 소리만 들리는)비행기의 비행(飛行). tele～ado 텔레비전 시청. tele～i [타] 텔레비전으로 보다. tele～i la matcxon 경기를 텔레비전으로 보다. tele～ilo 텔레비전 수상기. tra～ebla 투명한. tra～ebleco 투명(성), 명백함. tra～i …을 통해 보다. unua～e 첫눈에. unu～e 한 번 봐서, 일견(一見)하여, sinoptika.",A,2.0,1.0,2.54,2.27
vidvo,"{Ｂ}男やもめ, 寡夫",鳏，鳏夫,"홀아비. ～a soleco 홀아비의 고독. ～eco 홀아비 생활. ～igxi 홀아비가 되다. ～ino 과부, 미망인. pajla ～ino 소박맞은 과부. ～ineco 과부 생활. ～inigxi 과부가 되다.",C,8.0,3.0,8.79,8.4
vigla,"{Ｂ}活発な, 元気な, 快活な, 生き生きした, はつらつとした, >>freŝa, >>vivoplena, >>rapidaga; 油断のない, 警戒を怠らない, >>observema; 【商】活況の",活跃，精神焕发，活泼,"①생기 있는, 발랄한, 원기에 찬. ～a vizagxo 생기있는 얼굴. ②쾌활한, 경쾌한, 팔팔한, 활발한, 기운찬, 경기 좋은. ～e laboradi 활발하게 일하다. ③빠르고 활동적으로 진행(발전)하는, 근면한, 정력적인. ～a trafiko 빠르게 진행하는 교통; ～a reakcio (화학)빠른 반응. ④주의 깊게 관찰하는. ～a gardemo 주의깊은 조심성. ～i [자] 경계를 게을리 하지 않다, …에 주의하다, 깨어 있다, maldormi. ～eco 활기, 원기(元氣), 활황(活況). ～igi 활기를 띠게 하다, 생기를 북돋우다, 고무하다, 진흥(振興)시키다. ～igxi 활기를 띠다, 활발하다, 경쾌하다. mal～a 생기없는, 침체된, 활기없는. pli～igi 분기(奮起)하게 하다, 더욱 고무시키다. re～igi 기운을(경기를) 회복시키다, 다시 활기를 띠게 하다.",B,6.0,2.0,5.67,5.83
viktimo,"{Ｂ}【宗】いけにえ, >>oferaĵo; 《転》犠牲, 犠牲者, 被害者",祭祀用的牺牲；牺牲者，受害者,"①<종교> 희생, 산 제물, bucxofero. ②<비유> 희생자, 피해자, 조난자. ～o de avareco, ambicio 탐욕의, 야망의 희생자. ～igi 산 제물로 삼다, 희생자로 만들다. ～isto 산 제물을 바치는 임무를 맡은 (고대 로마의)성직자.",C,9.0,3.0,8.79,8.9
vilaĝo,{Ｂ}村,村；农村,"마을, 촌락(村落). inter～a vojo 마을과 마을 사이의 길. ～a 촌락의, 시골의. la ～a vivo 시골 생활; ～a dometo 시골의 작은 집. ～ano 시골 사람. ～estro 촌장(村長), 이장(里長). lad～o 판자촌.",B,4.0,2.0,5.67,4.83
vino,"{Ｂ}【料】ぶどう酒, ワイン; 《般》果実酒, 酒",葡萄酒；酒,"①포도주. blanka ～o 백포도주; rugxa ～o 적포도주; ebriigxi per ～o 포도주를 마시고 취하다. ☞ mosto. ②(과일로 만든)발효 즙(주스). pom～o 사과 주스. ～a 포도주의, 포도주를 많이 생산하는. ～a rikolto 포도의 수확; ～a regiono 포도주를 많이 생산하는 지역; ～a eksportado 포도주 수출. ～beraro 포도송이. ～berbrancxo 포도나무 가지, sarmento. ～berejo 포도원. ～beristo 포도원 경영자. ～bero 포도(葡萄). mangxi ～berojn 포도를 먹다. ☞ uvo. ～bertrunko 포도나무(줄기), rebo. ～berujo, ～berbedo 포도나무(넝쿨), vito. ～bergxardeno ～berejo. ～eca 포도주 성분이 있는, 포도주 맛이 나는. ～ejo 포도주 (지하)저장실(창고). ～farado 포도주 양조(釀造). ～gustumisto (직업적인)포도주 맛 감정인. ～isto (바・요리점의)술 나르는 급사. ～ologio 포도주 양조학. ～premejo (포도의)압착기. ～premilo ～premejo. ～rugxa (붉은)포도주색(色)의. miel～o medo. pir～o 배 주스. pom～o 사과즙, 사과술, cidro. sek～beroj 건포도. sxaum～o 샴페인, cxampano.",B,5.0,2.0,5.67,5.33
vintro,{Ｂ}冬,冬天,"겨울. ～a 겨울의, 겨울처럼 추운(차가운). ～a rideto 차가운 미소. ～dormado 동면(冬眠). ～e 겨울에. marmoto dormas ～e 마르모트는 겨울에 잠잔다. ～i [자] 겨울을 보내다(지내다). hirundoj ～antaj en varmaj sudaj landoj 따뜻한 남쪽나라에서 겨울을 지내는 제비들. ～omeze 한 겨울에. ～ostacio 피한지(避寒地). tra～i ～i.",A,4.0,1.0,2.54,3.27
violo,{Ｂ}【植】スミレ（菫）（属）,堇菜属植物（紫罗兰）,"<식물> 오랑캐꽃, 제비꽃. ～a 보라빛의, ～kolora. ～blua 자색(紫色)의. ～ego 삼색제비꽃, 꼬까 오랑캐꽃, 팬지, trikoloreto (→koloro). ～pala 남빛의 창백한. trans～aj, ultra～aj <물리> 자외선(紫外線)의.",C,7.0,3.0,8.79,7.9
violono,{Ｂ}【楽】バイオリン,小提琴,"<음악> 바이올린. ☞ sontabulo, ponto, kejloj, selo. ～i [자] 바이올린을 켜다(연주하다). ～acxi (바이올린을)끽끽 소리만 내고 잘 못 켜다. ～isto 바이올린 연주가. ～ujo 바이올린 케이스.",C,9.0,3.0,8.79,8.9
vipo,"{Ｂ}（皮ひもなどを短い棒につけた）むち（鞭）, >>vergo, >>skurĝo",鞭子,"①채찍, 편달(鞭撻). ～o krakas 채찍이 탁탁 소리를 낸다; bati per ～o 채찍으로 때리다. ②<비유> 채찍으로 때리는 징벌. gxemi sub la ～o 채찍의 징벌 아래서 신음하다. ☞ skurgxo, knuto. ～i [타] ①채찍으로 때리다, 채찍질하다. ～i cxevalon 말을 채찍으로 때리다. ②심하게 때리다. ③<비유> 비평하다, 혹평하다. ～ado 채찍질(하기). ～eto rajd～o. ～sxnuro 채찍 끈. ～tenilo 채찍 손잡이. el～i 가죽 띠로 때리다(치다). rajd～o 회초리, vergo.",C,9.0,3.0,8.79,8.9
virga,"{Ｂ}純潔な, 童貞の, 処女の; 《転》人手に触れたことのない, 未開発の; 《転》無垢の",童贞的，处女的，未经开垦的，未经污染的,"①동정(童貞)의. ②동정녀(童貞女)의, 숫처녀의. ～aj mamoj 숫처녀의 가슴. ③(땅이)경작되지 않은, 처녀지(處女地)의. ～a tero 경작되지 않은 땅(처녀지); ～a arbaro 처녀림, 원시림, praarbaro. ④<비유> 손상되지 않은, 손때 타지 않은, 순수한. ～a animo 순수한 마음(영혼). ～eco 처녀성, 순결. konservi, perdi, oferi sian ～econ 자신의 처녀성(순결)을 보존하다, 잃다, 희생하다. ☞ himeno. ～ulo 동정남(童貞男), 숫총각. ～ulino 동정녀, 숫처녀. la V～ulino Maria 동정녀 마리아; la Sankta V～ulino 성모 마리아. mal～igi 처녀성을 빼앗다, 능욕하다. ☞ deflorigi, forlogi.|||<천문> 처녀자리, 처녀궁.",C,9.0,3.0,8.79,8.9
viro,"{Ｂ}男, 男性, ><virino; 一人前の男; （生物の）雄, ><ino",男人；成年男子,"①남자, 수컷. ②(어린아이에 대해)어른, 성인. estu ～o! (estu kuragxa) 어른스러워지시오!(용기를 가져요); la tono de ～o 어른의 어조(語調). ～a 남성의, (비유)사나이다운, 용감한. ～eco 사나이다움, 남자 같은 성질, 씩씩함, 남성미. ～eto 작고 약한 사람. ～igxi 성인(成人)이 되다. jam ～igxanta knabo 이미 성인이 되어가고 있는 소년. ☞ pubera, adoleskanta, adolto. ～ino 여자, 여성. ～ina 여성의, 여성적인, 여성다운. ～ineco 여성다움, 여자 같은 성질, 여성미. ～inejo 여자가 기거하는 방. ☞ haremo, gineceo. ～inigxi 여성 성인(成人)이 되다. frue ～igxinta knabino 조숙(早熟)한 소녀. ～ingo 창녀, prostituitino. ～ulino (외모・태도 따위가)남자 같은 여자. krom～ino 내연의 처, 첩, konkubino. ※접두사로 쓰이면 동물의 수컷을 나타낸다: ～koko 수탉; ～hundo 수캐; ～cxevalo 수말; ～sxafo 숫양.",A,2.0,1.0,2.54,2.27
virto,"{Ｂ}徳, 徳性, 美徳; 美点",德，善，品德，美德,"①덕(德). ②미덕(美德), 덕행(德行). ③(여성의)정절(貞節). ～a 덕이 있는(높은), 고결한, 덕망이 있는, 덕성스러운, (여성이)정숙한. ～a edzino 정숙한 아내. ～ulo 덕망있는 사람, 의인(義人). fals～o 위선(僞善), hipokriteco. mal～o 악덕(惡德), 악습(惡習), 타락, 방탕. mal～a (행동이)사악한, 못된, 타락한, 음탕한. ☞ perversa. mal～igxi 타락하다. mal～ulo 사악한 사람, 타락한 사람.",C,8.0,3.0,8.79,8.4
vitro,"{Ｂ}ガラス; ガラス板, レンズ, ガラス製品; 【鉱】ガラス質",玻璃,"①유리. ☞ kristalo, glaco, krauxno, flinto. ②유리 제품, 판유리, 안경알, 시계의 유리, 렌즈. la ～oj de fenestro, de forcejo 창문의, 온실의 판유리; rigardi tra sia persona ～o 제 눈의 안경으로 바라보다. ～a 유리의, 유리로 된. ～a glaso 유리잔. ～i [타] 유리로 장식하다, 유리를 달다. ～ita pordo 유리를 단 문(門). ～ajxo 유리 제품, 유리 기구. la ～ajxoj de laboratorio 실험실의 유리 기구들. ～eca 유리(알)같은, 유리를 끼운 듯한, 맑은. ～eca okulo, lago 유리알 같은 눈, 호수. ～igi 유리가 되게 하다, 유리처럼 만들다, 유리화(化)하다. ～isto 유리상(商), (창 따위에)유리 끼우는 사람. ～ofaristo 유리공장의 직공. ～olano 글라스 울, 유리섬유. ～sxranko 진열창, 유리 상자. ～overgo <화학> 교반봉, 교반기(攪拌機). sen ～a (창에)유리를 안 낀, (눈에)안경을 끼지 않은. lakto～o 우유 빛 유리. okul～o(j) 안경. sekurec～o 안전유리, 방탄유리. sun～oj, sxmirokul～oj 선글라스.",B,4.0,2.0,5.67,4.83
vivi,"{Ｂ}［自］生きている, 生きる, 生存する; 生活する, 暮らす, 住む; 生計を立てる; （動物が）生息する, すむ; 《転》（記憶などに）残る",生活，活,"[자] ①생명이 있다, 살아 있다. la bestoj kaj vegetajxoj ～as 짐승과 식물은 생명이 있다. ②살다, 생활하다. ～i longe 오래 살다; ～u li! 그분의 무병장수를 기원합시다!; ～i felicxan ～on 행복한 삶을 살다. ☞ vegeti. ③…으로 살다, …을 먹고 살다. ～i de sia laboro 자기가 일을 해서 살다; ～i el la salajro de sia edzino 그는 자기 처의 월급으로 산다; ～i lauxtage 그날그날 살아가다; ～i per sistemo de “el mano al busxo” “손에서 입으로”의 방식으로 살아가다(그날 벌어 그날 먹고 산다); ～i el kafkultivado 커피 농사를 지어 살아간다. ④사람의 기억 속에 계속 (살아)남아있다, 생생하다. ～a 생명의, 살아있는, 실감 있는, 박진감이 느껴지는, 생생한, vitala. engluti ion ～a 무엇을 산채로 삼키다; ～a disputo 박진감 있는 논쟁. ～ado 생활. ～anto 살아있는 사람. ～arbo 생명나무. ～dauxro 일생(一生), 수명(壽命). statistiko pri la meza ～dauxro de viroj kaj virinoj 남자와 여자의 평균 수명에 관한 통계. ～demando 사활(死活) 문제. ～dona 생명을 주는, 살리는, 생기를 불어넣어 주는. la ～odona forto de sunradioj 생기를 불어 넣어주는 햇빛의 힘. ～e 생생하게, 활발히, 힘차게. ～eco 생기, 활기. ～ega 생명력(정력)이 왕성한, 기운찬. ～ema 생명력이 강한, 강인한, (기억 따위가)생생한. ～eti [자] 초라하게 살다, 근근이 생활을 하다. ～iga ～dona. ～igi 살게 하다, 살리다, …에게 생기를(생명을) 주다, 활기 띠게 하다. ～ipova 생명력이 있는. ～kondicxoj 생활 환경. ～maniero 생활 양식. ～naska 태생(胎生)의. ～o 생명, 삶, 생활(→～ado), 인생, 생애. la ～o de Zamenhof 자멘호프의 전기; reveni al la ～o(el sveno) (기절했다가)다시 살아나다. ～oplena 생기(활기)가 넘치는. la ～oplenaj stratoj 활기찬 거리들. ～overa 생생한, 눈으로 보는 듯한, 실물의, 사실적인. ～rimedoj 생계(生計). ～teni 생계를 유지하다, …에게 생활비를 대다, 부양하다. la ～tenaj kostoj altigxas 생활비가 인상된다. ～teno 생계, 생활 수단, 호구지책, 생활 유지. ～ulo 생물, 산 사람, 생자(生者). ～uo “만세!(～u!)”의 외침. ～ovete 목숨을 걸고. bon～anto 행복한 사람. bon～i 잘 살다. dum～a 평생의, 종신(終身)의. dum～a membro 평생회원. ☞ gxismorta. gxis～i [타] …까지 살다(생존하다). gxis～i la edzigxon de sia filo 자기 아들이 결혼할 때까지 살다; gxis～i la felicxon 행복해질 때까지 살다. kun～antino 동거하는 여인. kun～anto 동거자. kun～i [자] 함께 살다, 동거하다, 공동생활을 하다. liber～ulo 자유인. long～eco 장수(長壽). mal～a 생명없는, 죽은. mal～a substanco 생명없는 물질, mal ～e naskita infano (mortnaskito) 사산아(死産兒). por～ajxo 식량. post～i, super～i, trans～i [타] 생존하다, 누가 죽은 뒤에 계속 살아 남다, …보다 더 오래 살다, …뒤에 살아 남다. super～i iun 누구보다 더 오래 살다. re～i [자] 다시 살다, 소생하다, 부활하다, 갱생하다, 부흥하다, 다시 새로워지다. re～igi 다시 살리다, 부활시키다. ☞ relevi. re～igxi re～i. sen～a 생명없는, 생기가 없는. sen～aj okuloj 생기없는 눈들. sen～ajxo 무생물. sen～igi 생명을 앗아가다. ☞ mortigi. tra～ajxo 경험, 체험. tra～i [타] ①살면서 …을 통과하다, …을 겪다. tra～i teruran minuton 무서운 순간을 겪다(통과하다). ②(생애를 통해)경험하다, 알다, 느끼다.",A,2.0,1.0,2.54,2.27
